,Edad,Sexo,Número_hijos,Nivel_educación,Estado_civil,Renta,Estado_laboral,Conocimiento_financiero,Patrimonio,Tolerancia_riesgo,Perfil_inversor
186,2,0,3,3,1,5,1,0,5,2.894199999999999,2
187,2,1,0,2,1,2,1,1,2,2.9699,2
188,2,1,2,1,0,2,1,0,2,2.7994,2
189,2,1,2,3,0,1,0,0,1,2.7479999999999993,2
190,2,0,1,2,0,5,1,0,5,3.3835999999999995,3
191,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
192,2,1,3,2,0,2,1,0,2,2.7809,2
193,2,0,3,4,0,6,1,1,6,3.8679,3
194,2,1,5,3,0,2,1,0,2,2.7178999999999998,1
195,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
196,2,0,0,1,1,6,1,1,6,3.497,3
197,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
198,2,0,0,1,0,2,1,0,2,3.2839,2
199,2,0,1,2,0,4,1,0,4,3.3442,2
200,2,0,4,0,0,5,1,0,5,3.1980999999999997,2
201,2,0,5,2,0,4,1,1,4,3.6481,3
202,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
203,2,0,4,2,0,4,1,0,4,3.2107,2
204,2,0,2,2,0,4,1,0,4,3.2997,2
205,2,1,1,1,1,2,1,0,2,2.4174999999999995,1
206,2,1,2,2,0,2,1,0,2,2.8254,2
207,2,0,2,3,0,4,1,0,4,3.3257,2
208,2,0,1,2,0,3,1,0,3,3.3047999999999997,2
209,2,0,2,2,0,6,1,0,6,3.3785000000000003,3
210,2,1,2,1,0,2,1,1,2,3.2813,2
211,2,0,0,0,1,5,1,0,5,2.9496999999999995,2
212,2,0,3,2,0,6,1,1,6,3.8159,3
213,2,0,3,1,1,4,1,1,4,3.2846999999999995,2
214,2,0,4,1,0,3,1,0,3,3.1452999999999998,2
215,2,0,2,2,1,2,1,1,2,3.2764,2
216,2,1,4,2,1,2,1,0,2,2.31,1
217,2,0,4,0,0,4,1,0,4,3.1587,2
218,2,0,3,1,0,5,1,0,5,3.2685999999999993,2
219,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
220,2,0,2,0,1,3,1,0,3,2.7819,2
221,2,1,1,0,0,2,1,0,2,2.8179,2
222,2,0,4,2,1,5,1,0,5,2.8236999999999997,2
223,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
224,2,1,2,2,1,2,1,0,2,2.399,1
225,2,0,2,1,1,5,1,0,5,2.8866999999999994,2
226,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
227,2,1,2,0,1,2,1,0,2,2.347,1
228,2,1,2,2,0,2,1,1,2,3.3073,2
229,2,0,2,2,0,6,1,0,6,3.3785000000000003,3
230,2,1,1,0,0,3,1,0,3,2.8572999999999995,2
231,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
232,2,0,5,2,1,6,1,1,6,3.3005,2
233,2,0,3,3,1,5,1,0,5,2.894199999999999,2
234,2,0,1,2,1,4,1,0,4,2.9177999999999997,2
235,2,0,2,2,0,4,1,0,4,3.2997,2
236,2,0,1,0,0,5,1,1,5,3.8134999999999994,3
237,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
238,2,0,2,0,0,3,1,0,3,3.2083,2
239,2,0,4,0,1,5,1,1,5,3.2535999999999996,2
240,2,1,2,0,0,2,1,1,2,3.2553,2
241,2,0,2,1,1,5,1,1,5,3.3685999999999994,3
242,2,0,5,2,0,3,1,0,3,3.1268,2
243,2,1,2,2,0,2,1,0,2,2.8254,2
244,2,0,2,2,0,5,1,1,5,3.8209999999999997,3
245,2,0,3,0,1,5,1,1,5,3.2980999999999994,2
246,2,1,3,4,1,1,0,0,1,2.3030999999999993,1
247,2,0,4,1,0,6,1,0,6,3.2635,2
248,2,0,3,2,0,4,1,1,4,3.7371,3
249,2,0,2,4,1,4,1,0,4,2.9253,2
250,2,0,3,3,1,6,1,1,6,3.4154999999999998,3
251,2,0,0,1,0,3,1,0,3,3.3232999999999997,2
252,2,0,3,0,1,3,1,1,3,3.2192999999999996,2
253,2,0,0,1,1,3,1,0,3,2.8968999999999996,2
254,2,0,0,1,0,2,1,0,2,3.2839,2
255,2,1,2,1,0,2,1,0,2,2.7994,2
256,2,0,4,0,1,4,1,0,4,2.7323,2
257,2,0,1,0,1,6,1,0,6,2.9446,2
258,2,1,2,0,1,3,1,1,3,2.8682999999999996,2
259,2,0,1,2,0,3,1,1,3,3.7866999999999997,3
260,2,0,2,2,1,5,1,0,5,2.9126999999999996,2
261,2,1,0,3,0,3,1,0,3,2.9797999999999996,2
262,2,0,4,0,0,4,1,0,4,3.1587,2
263,2,1,1,0,0,2,1,0,2,2.8179,2
264,2,0,2,0,0,3,1,1,3,3.6902,3
265,2,1,2,2,0,2,1,0,2,2.8254,2
266,2,1,3,0,1,2,1,1,2,2.7843999999999998,2
267,2,1,4,2,1,1,0,1,1,2.6884999999999994,1
268,2,1,0,1,0,3,1,0,3,2.9277999999999995,2
269,2,0,5,2,0,4,1,0,4,3.1662,2
270,2,0,3,0,1,3,1,0,3,2.7373999999999996,2
271,2,0,2,0,1,4,1,1,4,3.3032,2
272,2,0,0,0,0,3,1,0,3,3.2973,2
273,2,0,4,2,1,5,1,1,5,3.3055999999999996,2
274,2,0,3,1,1,5,1,1,5,3.324099999999999,2
275,2,1,4,0,0,2,1,0,2,2.6844,1
276,2,0,2,2,1,4,1,0,4,2.8733,2
277,2,1,4,0,0,2,1,1,2,3.1663,2
278,2,0,4,0,1,5,1,1,5,3.2535999999999996,2
279,2,1,4,1,0,3,1,1,3,3.2316999999999996,2
280,2,0,1,2,1,5,1,1,5,3.4390999999999994,3
281,2,0,4,1,1,5,1,1,5,3.2795999999999994,2
282,2,1,1,0,0,3,1,1,3,3.3391999999999995,2
283,2,1,2,1,0,1,0,0,1,2.6959999999999993,1
284,2,0,0,2,0,3,1,0,3,3.3493,3
285,2,0,0,0,0,5,1,1,5,3.8579999999999997,3
286,2,0,2,1,0,6,1,1,6,3.8344,3
287,2,1,4,2,1,2,1,0,2,2.31,1
288,2,1,4,2,0,1,0,1,1,3.1148999999999996,2
289,2,1,3,4,0,1,0,0,1,2.7294999999999994,2
290,2,0,3,2,1,4,1,0,4,2.8287999999999998,2
291,2,1,4,4,1,1,0,1,1,2.7404999999999995,2
292,2,0,2,4,0,4,1,0,4,3.3517,3
293,2,0,2,2,1,3,1,1,3,3.3158,2
294,2,0,2,2,1,4,1,1,4,3.3552,3
295,2,0,0,1,0,3,1,0,3,3.3232999999999997,2
296,2,0,2,1,0,3,1,0,3,3.2342999999999997,2
297,2,1,0,1,0,3,1,0,3,2.9277999999999995,2
298,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
299,2,0,3,1,1,3,1,0,3,2.7633999999999994,2
300,2,0,0,1,1,6,1,0,6,3.0151,2
301,2,0,2,0,0,4,1,0,4,3.2477,2
302,2,0,3,3,1,4,1,0,4,2.8547999999999996,2
303,2,0,4,2,0,4,1,1,4,3.6926,3
304,2,0,3,0,0,4,1,1,4,3.6851,3
305,2,0,2,2,0,6,1,0,6,3.3785000000000003,3
306,2,1,3,1,0,1,0,0,1,2.651499999999999,1
307,2,0,4,2,1,5,1,1,5,3.3055999999999996,2
308,2,0,2,2,1,6,1,0,6,2.9521,2
309,2,1,4,0,0,2,1,0,2,2.6844,1
310,2,0,2,1,0,3,1,0,3,3.2342999999999997,2
311,2,0,0,2,0,4,1,1,4,3.8706,3
312,2,0,2,0,1,4,1,1,4,3.3032,2
313,2,1,3,2,0,2,1,1,2,3.2628,2
314,2,0,3,2,0,6,1,0,6,3.334,2
315,2,1,2,2,1,1,0,1,1,2.7774999999999994,2
316,2,0,3,1,0,4,1,0,4,3.2291999999999996,2
317,2,1,0,0,0,2,1,1,2,3.3443,2
318,2,1,4,1,0,2,1,1,2,3.1923,2
319,2,0,2,1,0,5,1,0,5,3.3130999999999995,2
320,2,0,0,2,0,3,1,0,3,3.3493,3
321,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
322,2,1,2,0,1,2,1,1,2,2.8289,2
323,2,0,2,1,1,5,1,0,5,2.8866999999999994,2
324,2,1,2,0,0,1,0,0,1,2.6699999999999995,1
325,1,0,3,1,0,4,1,0,4,3.2127,2
326,2,0,1,0,0,6,1,0,6,3.371,3
327,2,1,2,3,0,2,1,1,2,3.3333,2
328,2,0,3,3,1,5,1,0,5,2.894199999999999,2
329,2,1,3,0,0,2,1,0,2,2.7289,2
330,2,1,3,2,1,3,1,0,3,2.3938999999999995,1
331,2,1,1,2,1,2,1,0,2,2.4435,1
332,2,1,4,0,1,2,1,0,2,2.258,1
333,2,1,1,2,1,2,1,1,2,2.9254,2
334,2,0,5,2,1,6,1,0,6,2.8186,2
335,2,0,1,1,0,6,1,1,6,3.8789,3
336,2,1,1,2,0,2,1,0,2,2.8699,2
337,2,0,2,0,0,3,1,1,3,3.6902,3
338,2,1,3,1,0,2,1,1,2,3.2367999999999997,2
339,2,0,1,1,0,2,1,0,2,3.2394,2
340,2,1,4,2,1,2,1,0,2,2.31,1
341,2,0,2,0,0,4,1,0,4,3.2477,2
342,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
343,2,0,1,0,0,3,1,0,3,3.2527999999999997,2
344,2,0,0,1,0,5,1,1,5,3.8839999999999995,3
345,2,0,1,2,0,6,1,0,6,3.423,3
346,2,1,3,1,0,2,1,0,2,2.7548999999999997,2
347,2,0,2,1,1,4,1,0,4,2.8472999999999997,2
348,2,0,5,1,0,4,1,0,4,3.1401999999999997,2
349,2,1,0,0,0,2,1,1,2,3.3443,2
350,2,0,2,2,0,2,1,0,2,3.2209000000000003,2
351,2,1,3,1,1,2,1,0,2,2.3284999999999996,1
352,2,0,3,2,0,5,1,1,5,3.7764999999999995,3
353,2,1,2,2,1,3,1,0,3,2.4383999999999997,1
354,2,0,1,0,1,3,1,1,3,3.3082999999999996,2
355,2,0,4,2,1,4,1,1,4,3.2662,2
356,2,0,1,0,0,4,1,1,4,3.7741,3
357,2,0,3,0,1,4,1,0,4,2.7767999999999997,2
358,2,1,0,2,0,1,0,0,1,2.8109999999999995,2
359,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
360,2,1,1,0,0,2,1,0,2,2.8179,2
361,2,0,2,2,1,5,1,1,5,3.3945999999999996,3
362,2,0,4,1,1,6,1,0,6,2.8371,2
363,2,1,2,2,0,3,1,0,3,2.8648,2
364,2,1,2,2,0,2,1,1,2,3.3073,2
365,2,0,4,0,0,6,1,1,6,3.7194000000000003,3
366,2,1,4,2,0,3,1,0,3,2.7758,2
367,2,1,2,2,0,2,1,0,2,2.8254,2
368,2,1,2,2,1,2,1,0,2,2.399,1
369,2,0,2,1,0,6,1,0,6,3.3525,3
370,2,0,0,0,0,4,1,0,4,3.3367,2
371,2,0,4,0,0,3,1,1,3,3.6012,3
372,2,1,4,2,1,2,1,1,2,2.7919,2
373,2,1,4,1,0,2,1,1,2,3.1923,2
374,2,1,1,1,1,2,1,1,2,2.8993999999999995,2
375,2,1,4,3,1,1,0,1,1,2.7144999999999992,1
376,2,0,4,1,0,3,1,1,3,3.6271999999999998,3
377,2,0,3,2,0,3,1,1,3,3.6976999999999998,3
378,2,0,1,0,0,5,1,1,5,3.8134999999999994,3
379,2,1,3,1,1,2,1,1,2,2.8103999999999996,2
380,2,1,2,2,0,2,1,0,2,2.8254,2
381,2,0,4,2,0,5,1,1,5,3.7319999999999998,3
382,2,0,2,0,1,6,1,1,6,3.382,3
383,2,0,2,1,0,4,1,0,4,3.2737,2
384,2,1,1,1,0,2,1,1,2,3.3257999999999996,2
385,2,0,2,2,0,5,1,1,5,3.8209999999999997,3
386,2,0,4,3,1,5,1,0,5,2.8496999999999995,2
387,2,0,1,2,0,4,1,1,4,3.8261,3
388,2,0,0,0,0,2,1,0,2,3.2579000000000002,2
389,2,1,2,2,0,2,1,0,2,2.8254,2
390,2,0,2,2,0,4,1,0,4,3.2997,2
391,2,1,3,2,1,2,1,0,2,2.3545,1
392,2,0,3,1,0,4,1,1,4,3.7110999999999996,3
393,2,1,4,0,1,2,1,0,2,2.258,1
394,2,1,1,3,0,3,1,0,3,2.9352999999999994,2
395,2,0,3,0,1,3,1,0,3,2.7373999999999996,2
396,2,0,4,2,0,4,1,1,4,3.6926,3
397,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
398,2,0,0,1,0,6,1,0,6,3.4415,3
399,2,0,1,0,1,5,1,1,5,3.3870999999999993,3
400,2,0,1,0,1,3,1,1,3,3.3082999999999996,2
401,2,0,2,0,0,6,1,1,6,3.8084000000000002,3
402,2,0,3,2,0,5,1,0,5,3.2945999999999995,2
403,2,0,4,0,0,6,1,0,6,3.2375000000000003,2
404,2,0,2,1,0,6,1,0,6,3.3525,3
405,2,0,1,2,1,3,1,0,3,2.8783999999999996,2
406,2,0,3,2,0,4,1,0,4,3.2552,2
407,2,0,2,2,1,4,1,0,4,2.8733,2
408,2,0,4,2,0,6,1,1,6,3.7714000000000003,3
409,2,1,2,2,1,2,1,1,2,2.8809,2
410,2,0,1,0,0,3,1,1,3,3.7346999999999997,3
411,2,0,1,2,0,4,1,0,4,3.3442,2
412,2,0,3,3,1,4,1,0,4,2.8547999999999996,2
413,2,1,2,0,0,2,1,1,2,3.2553,2
414,2,0,3,1,0,3,1,1,3,3.6716999999999995,3
415,2,0,2,3,0,4,1,1,4,3.8076,3
416,2,1,2,2,0,2,1,1,2,3.3073,2
417,2,0,2,0,1,5,1,1,5,3.3425999999999996,2
418,2,0,5,0,0,4,1,0,4,3.1142,2
419,2,0,3,0,1,4,1,1,4,3.2586999999999997,2
420,2,1,3,2,0,2,1,1,2,3.2628,2
421,2,0,3,2,1,5,1,0,5,2.8681999999999994,2
422,2,0,0,1,0,4,1,0,4,3.3627,3
423,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
424,2,1,4,2,0,2,1,0,2,2.7364,2
425,2,0,3,1,0,3,1,0,3,3.1897999999999995,2
426,2,0,2,0,1,4,1,0,4,2.8213,2
427,2,0,4,1,0,5,1,0,5,3.2240999999999995,2
428,2,0,3,1,0,6,1,0,6,3.308,2
429,2,1,4,0,0,2,1,0,2,2.6844,1
430,2,1,4,2,1,2,1,0,2,2.31,1
431,2,1,4,0,1,3,1,1,3,2.7792999999999997,2
432,2,1,0,0,0,1,0,0,1,2.7589999999999995,2
433,2,1,2,2,1,2,1,0,2,2.399,1
434,2,0,0,1,1,4,1,0,4,2.9362999999999997,2
435,2,1,2,2,0,3,1,0,3,2.8648,2
436,2,1,4,0,0,3,1,0,3,2.7237999999999998,1
437,2,1,2,0,0,3,1,1,3,3.2946999999999997,2
438,2,0,4,4,1,4,1,0,4,2.8363,2
439,2,0,2,0,1,5,1,0,5,2.8606999999999996,2
440,2,0,1,0,1,5,1,0,5,2.9051999999999993,2
441,2,1,3,2,0,2,1,0,2,2.7809,2
442,2,0,3,2,1,3,1,0,3,2.7893999999999997,2
443,2,0,3,2,1,5,1,1,5,3.3500999999999994,3
444,2,1,2,2,0,3,1,1,3,3.3467,3
445,2,0,2,2,0,5,1,0,5,3.3390999999999997,2
446,2,1,1,2,1,2,1,0,2,2.4435,1
447,2,1,2,0,1,2,1,0,2,2.347,1
448,2,1,1,2,1,3,1,1,3,2.9647999999999994,2
449,2,0,5,0,1,5,1,0,5,2.7271999999999994,1
450,2,0,3,1,0,5,1,0,5,3.2685999999999993,2
451,2,0,2,2,0,4,1,0,4,3.2997,2
452,2,1,1,0,1,3,1,0,3,2.4308999999999994,1
453,2,1,3,0,1,1,0,0,1,2.199099999999999,1
454,2,1,4,1,1,2,1,0,2,2.284,1
455,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
456,2,0,3,0,0,5,1,0,5,3.2425999999999995,2
457,2,1,2,3,0,2,1,0,2,2.8514,2
458,2,1,1,1,0,2,1,0,2,2.8438999999999997,2
459,2,0,1,2,0,5,1,1,5,3.8654999999999995,3
460,2,1,0,2,1,2,1,0,2,2.488,1
461,2,0,1,0,1,4,1,0,4,2.8657999999999997,2
462,2,0,4,0,1,2,1,1,2,3.1354,2
463,2,0,3,3,1,5,1,1,5,3.376099999999999,3
464,2,0,3,2,1,4,1,1,4,3.3106999999999998,2
465,2,0,2,3,1,5,1,0,5,2.9386999999999994,2
466,2,0,2,2,0,4,1,1,4,3.7816,3
467,2,1,2,0,1,2,1,0,2,2.347,1
468,2,0,2,0,0,5,1,0,5,3.2870999999999997,2
469,2,0,1,0,1,4,1,1,4,3.3476999999999997,3
470,2,1,0,3,0,2,1,1,2,3.4223,3
471,2,1,5,4,0,1,0,0,1,2.6404999999999994,1
472,2,0,2,0,1,6,1,0,6,2.9001,2
473,2,0,2,2,1,6,1,0,6,2.9521,2
474,2,0,3,2,0,4,1,0,4,3.2552,2
475,2,1,3,3,1,2,1,0,2,2.3804999999999996,1
